"file_name","collision_name","offset","type"
"object_mizu_objects","gObjectMizuObjectsBwallCol_001DE8","0x1DE8","object"
"object_mizu_objects","gObjectMizuObjectsBwallCol_0025A4","0x25A4","object"
"object_mizu_objects","gObjectMizuObjectsShutterCol_007250","0x7250","object"
"object_mizu_objects","gObjectMizuObjectsShutterCol_0073F0","0x73F0","object"
"object_mizu_objects","gObjectMizuObjectsUzuCol_0074EC","0x74EC","object"
"object_mjin","gWarpPadCol","0x658","object"
"object_mjin_oka","gOcarinaWarpPadCol","0x330","object"
"object_mori_hineri1","object_mori_hineri1_Col_0054B8","0x54B8","object"
"object_mori_hineri1a","object_mori_hineri1a_Col_003490","0x3490","object"
"object_mori_hineri2","object_mori_hineri2_Col_0043D0","0x43D0","object"
"object_mori_hineri2a","object_mori_hineri2a_Col_006078","0x6078","object"
"object_mori_objects","gMoriBigstCol","0x221C","object"
"object_mori_objects","gMoriElevatorCol","0x35F8","object"
"object_mori_objects","gMoriHashigoCol","0x37D8","object"
"object_mori_objects","gMoriHashira1Col","0x1AF8","object"
"object_mori_objects","gMoriHashira2Col","0x89E0","object"
"object_mori_objects","gMoriKaitenkabeCol","0x63B8","object"
"object_mori_objects","gMoriRakkatenjoCol","0x87AC","object"
"object_po_sisters","gPoSistersAmyBlockCol","0x7860","object"
"object_ps","gPoeSellerCol","0xC2D0","object"
"object_pu_box","gBlockSmallCol","0x350","object"
"object_pu_box","gBlockMediumCol","0x6D0","object"
"object_pu_box","gBlockTallCol","0xA50","object"
"object_pu_box","gBlockTallestCol","0x15D0","object"
"object_relay_objects","gDampeRaceDoorCol","0x3C4","object"
"object_relay_objects","gWindmillRotatingPlatformCol","0x25FC","object"
"object_siofuki","object_siofuki_Col_000D78","0xD78","object"
"object_spot00_break","gBrokenDrawbridgeCol","0x908","object"
"object_spot00_break","gBarbedWireFenceCol","0xAF0","object"
"object_spot00_objects","gHyruleFieldCastleDrawbridgeCol","0x05E0","object"
"object_spot00_objects","gHyruleFieldCastleDrawbridgeChainsCol","0x0280","object"
"object_spot01_matoya","gKakarikoShootingGalleryCol","0x1A38","object"
"object_spot01_matoya","gKakarikoBOTWStoneCol","0x3C64","object"
"object_spot01_matoyab","object_spot01_matoyab_col","0x1C58","object"
"object_spot01_matoyab","gKakarikoGuardGateCol","0x1DA8","object"
"object_spot01_objects","gKakarikoWellArchCol","0x075C","object"
"object_spot02_objects","object_spot02_objects_Col_0128D8","0x128D8","object"
"object_spot02_objects","object_spot02_objects_Col_012BA4","0x12BA4","object"
"object_spot02_objects","object_spot02_objects_Col_0133EC","0x133EC","object"
"object_spot03_object","object_spot03_object_Col_000C98","0xC98","object"
"object_spot04_objects","gDekuTreeMouthCol","0x0E94","object"
"object_spot05_objects","object_spot05_objects_Col_000918","0x918","object"
"object_spot05_objects","object_spot05_objects_Col_0012C0","0x12C0","object"
"object_spot06_objects","gLakeHyliaWaterTempleGateCol","0x0EE8","object"
"object_spot06_objects","gLakeHyliaZoraShortcutIceblockCol","0x1238","object"
"object_spot07_object","object_spot07_object_Col_002590","0x2590","object"
"object_spot07_object","object_spot07_object_Col_0038FC","0x38FC","object"
"object_spot08_obj","gZorasFountainIceRampCol","0x1904","object"
"object_spot08_obj","gZorasFountainIcebergCol","0x2FD8","object"
"object_spot08_obj","gZorasFountainBombableWallCol","0x39D4","object"
"object_spot09_obj","gValleyObjects1Col","0x5520","object"
"object_spot09_obj","gValleyObjects2Col","0x283C","object"
"object_spot09_obj","gValleyObjects3Col","0x8458","object"
"object_spot09_obj","gValleyObjects4Col","0x7580","object"
"object_spot11_obj","gDesertColossusBombableWallCol","0x1A58","object"
"object_spot12_obj","gGerudoFortressWastelandGateCol","0x11EC","object"
"object_spot12_obj","gGerudoFortressGTGShutterCol","0x238C","object"
"object_spot15_obj","gLonLonMilkCrateCol","0x348","object"
"object_spot15_obj","gLonLonCorralFenceCol","0x4D0","object"
"object_spot17_obj","gCraterBombableWallCol","0xA38","object"
"object_spot18_obj","gGoronCityVaseLidCol","0x368","object"
"object_spot18_obj","gGoronCityDoorCol","0x534","object"
"object_spot18_obj","gGoronCityVaseCol","0x2154","object"
"object_spot18_obj","gGoronCityStatueSpearCol","0x261C","object"
"object_spot18_obj","gGoronCityStatueCol","0x2FE4","object"
"object_sst","gBongoDrumCol","0x180F8","object"
"object_sst_pal","gBongoDrumCol","0x194F8","object"
"object_timeblock","gSongOfTimeBlockCol","0xB30","object"
"object_toki_objects","gDoorTokiCol","0x7888","object"
"object_umajump","gJumpableHorseFenceCol","0x1438","object"
"object_wood02","object_wood02_Col_007A70","0x7A70","object"
"object_ydan_objects","gDTRisingPlatformsCol","0x5780","object"
"object_ydan_objects","gDTWebWallCol","0x6050","object"
"object_ydan_objects","gDTWebFloorCol","0x6460","object"
"object_ydan_objects","gDTFallingLadderCol","0x66A8","object"
"object_ydan_objects","gDTSlidingPlatformCol","0x7798","object"
"object_zg","gTowerCollapseBarsCol","0x11D4","object"
"ovl_Bg_Ganon_Otyuka","sCol","0x13B0 ","overlay"
"ovl_En_Jsjutan","sCol","0x3968 ","overlay"
