260,203,-233,-172,349,-192,219,349,-192
260,203,-233,-178,326,-198,-172,349,-192
260,203,-233,-213,203,-234,-178,326,-198
260,203,223,219,349,-192,219,349,182
260,203,223,260,203,-233,219,349,-192
-178,326,-198,-172,349,182,-172,349,-192
-178,326,-198,-213,203,223,-172,349,182
-178,326,-198,-213,203,-234,-213,203,223
32,283,223,32,283,200,32,203,223
32,203,223,72,283,223,32,283,223
32,203,223,72,203,223,72,283,223
72,203,223,72,283,200,72,283,223
-20,203,223,-20,283,200,-20,283,223
-60,203,223,-20,283,223,-60,283,223
-60,203,223,-20,203,223,-20,283,223
-60,283,223,-60,283,200,-60,203,223
-20,283,63,32,203,63,32,283,63
-20,283,63,-20,203,63,32,203,63
-41,73,-384,4,-39,-441,-60,71,-410
-173,203,-375,-154,313,-238,-133,271,-278
-173,203,-375,-133,271,-278,-118,203,-344
-182,313,-122,-200,313,-129,-262,203,-65
-182,313,-122,-262,203,-65,-213,203,-44
-262,203,-65,-200,313,-129,-218,313,-174
-262,203,-65,-218,313,-174,-309,203,-123
-218,313,-174,-343,180,-180,-309,203,-123
-218,313,-174,-200,313,-220,-279,203,-315
-218,313,-174,-279,203,-315,-309,203,-262
-343,180,-180,-218,313,-174,-309,203,-262
-154,313,-238,-173,203,-375,-228,203,-344
-279,203,-315,-200,313,-220,-154,313,-238
-109,313,-220,-102,313,-202,-23,203,-234
-49,203,-298,-109,313,-220,-23,203,-234
-133,271,-278,-109,313,-220,-49,203,-298
-279,203,-315,-154,313,-238,-228,203,-344
-133,271,-278,-49,203,-298,-118,203,-344
-154,313,-238,-109,313,-220,-133,271,-278
-96,278,202,-28,302,205,-37,308,193
49,313,192,-28,302,205,55,307,209
49,313,192,-37,308,193,-28,302,205
132,359,177,55,307,209,133,342,190
132,359,177,49,313,192,55,307,209
289,203,-95,255,229,-54,257,238,27
306,203,94,289,203,-95,257,238,27
306,203,94,257,238,27,239,276,84
260,203,-107,255,229,-54,289,203,-95
330,203,109,241,329,146,289,266,168
330,203,109,222,329,101,241,329,146
290,264,167,382,203,207,346,203,147
290,264,167,289,266,168,382,203,207
330,203,109,290,264,167,346,203,147
289,266,168,222,329,191,259,266,230
289,266,168,241,329,146,222,329,191
259,266,230,325,203,308,346,203,266
382,203,207,289,266,168,259,266,230
259,266,230,177,329,210,196,266,256
259,266,230,222,329,191,177,329,210
325,203,308,259,266,230,196,266,256
325,203,308,196,266,256,268,203,333
196,266,256,129,326,188,121,203,287
232,203,345,196,266,256,199,203,333
196,266,256,121,203,287,199,203,333
232,203,345,268,203,333,196,266,256
382,203,207,259,266,230,346,203,266
-26,150,-384,-309,203,-344,346,203,-344
-26,150,-384,346,203,-344,54,150,-384
54,74,-231,-26,74,-384,-26,74,-231
54,74,-231,54,74,-384,-26,74,-384
-20,203,223,32,203,180,-20,203,180
-20,203,223,32,203,223,32,203,180
72,283,223,32,283,200,32,283,223
72,283,223,72,283,200,32,283,200
-20,283,223,-60,283,200,-60,283,223
-20,283,223,-20,283,200,-60,283,200
32,203,180,-20,203,63,-20,203,180
32,203,180,32,203,63,-20,203,63
-172,349,182,219,349,-192,-172,349,-192
-172,349,182,219,349,182,219,349,-192
-262,203,-298,-213,203,223,-213,203,-234
-262,203,-298,-262,203,287,-213,203,223
-262,203,-298,-309,203,333,-262,203,287
-262,203,-298,-309,203,-344,-309,203,333
346,203,-344,-213,203,-234,260,203,-233
346,203,-344,-262,203,-298,-213,203,-234
346,203,-344,-309,203,-344,-262,203,-298
346,203,333,260,203,-233,260,203,223
346,203,333,346,203,-344,260,203,-233
-262,203,287,260,203,223,-213,203,223
-262,203,287,346,203,333,260,203,223
-262,203,287,-309,203,333,346,203,333
-28,296,196,-28,302,205,-96,278,202
55,307,209,-28,302,205,-28,296,196
54,150,-384,-26,150,-231,-26,150,-384
54,150,-384,54,150,-231,-26,150,-231
-20,283,200,32,283,63,32,283,200
-20,283,200,-20,283,63,32,283,63
